Index,Data available as of 15 Jauary 2014?,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.DHS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey code,Name for labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height/WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other Biomarkers,Wealth.Index,Service.Availability,Other,Download notes,Sample.Type.Female,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child mort processed,Child mort indirect only,Siblings processed,PregRelCode,PregRelCode notes,Status,Survey Characteristics,Updated by,Updated on,Notes,Report citation
1300,Yes,Y,1785,332,HTI,Haiti,Haiti,2005,2006,Standard DHS,DHS-V,DHS-V,Haiti 2005-2006 Demographic and Health Survey,2005-2006 DHS,ht50,Haiti 2005-2006 DHS,14/10/2005,26/05/2006,03/02/2006,Inst. Haïtian de lEnfance,"Enquête mortalité, morbidité et utilisation des services",htbr52,NA,htcr52,hthr52,NA,hthw51,htir52,NA,htkr52,NA,htmr52,NA,htpr52,NA,NA,htar51,NA,NA,NA,,,All Women,All Men,9998,10757,4958,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1310,Yes,Y,5451,332,HTI,Haiti,Haiti,2012,2012,Standard DHS,DHS-VI,DHS-VI,Haiti 2012 Demographic and Health Survey,2012 DHS,ht61,Haiti 2011 DHS,17/01/2012,26/06/2012,06/04/2012,Inst. Haïtian de lEnfance,,htbr61,NA,htcr61,hthr61,NA,NA,htir61,NA,htkr61,NA,htmr61,NA,htpr61,NA,NA,htar61,NA,NA,NA,,,All Women,All Men,13181,14287,9493,15 to 49,15 to 59,,,,N,N,,,,,,,,Y,Y,,N - NOT YET AVAILABLE,,,,,,,,,,
1320,Yes,Y,1788,340,HND,Honduras,Honduras,2005,2006,Standard DHS,DHS-V,DHS-V,Honduras 2005-2006 Demographic and Health Survey,2005-2006 DHS,hn52,Honduras 2005-2006 DHS,31/10/2005,17/05/2006,07/02/2006,Instituto Nacional de Estadistica (INE),Encuesta Nacional de Demografía y Salud,hnbr52,NA,NA,hnhr52,NA,NA,hnir52,NA,hnkr52,NA,NA,NA,hnpr52,NA,NA,NA,NA,NA,NA,,,All Women,None,18683,19948,None,15 to 49,NA,,,Y,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1330,Yes,Y,5056,340,HND,Honduras,Honduras,2011,2012,Standard DHS,DHS-VI,DHS-VI,Honduras 2011-2012 Demographic and Health Survey,2011 DHS,hn62,Honduras 2011 DHS,26/09/2011,19/07/2012,21/02/2012,Instituto Nacional de Estadistica (INE),,hnbr62,NA,NA,hnhr62,NA,NA,hnir62,NA,hnkr62,NA,hnmr62,NA`,hnpr62,NA,NA,NA,NA,NA,NA,,,All Women,All Men,21726,22757,7120,15 to 49,15 to 49,,,Y,N,N,,,,,N,,,,Y,,N - NOT YET AVAILABLE,,NA,,,,,,,,
1340,Yes,Y,1789,356,IND,India,India,1992,1993,Standard DHS,DHS-II,DHS-II,India 1992-1993 Demographic and Health Survey,1992-1993 DHS,ia23,India 1992-1993 DHS,09/02/1992,28/09/1993,03/12/1992,International Inst. for Pop. Sciences,National Family Health Survey,iabr23,NA,NA,iahr23,iahh21,iahw22,iair23,iaig21,iakr23,NA,NA,NA,iapr23,NA,NA,NA,NA,iawi22,iasq21,,,Ever Married,None,88562,89777,NA,13 to 49,NA,,,N,Y,NA,,,,,Y,,,,,"Data collected for women 13-49, indicators calculated for women 15-49",Y,,N - Special,,,,,,,,
1350,Yes,Y,1790,356,IND,India,India,1998,1999,Standard DHS,DHS-IV,DHS-III,India 1998-1999 Demographic and Health Survey,1998-1999 DHS,ia42,India 1998-1999 DHS,21/11/1998,21/07/2000,21/09/1999,International Inst. for Pop. Sciences,National Family Health Survey,iabr42,NA,NA,iahr42,NA,iahw42,iair42,NA,iakr42,NA,NA,NA,iapr42,NA,NA,NA,NA,iawi41,NA,Village recode: iavr42,,Ever Married,None,91196,89199,NA,15 to 49,NA,,,Y,Y,NA,,,,,Y,,,,,,Y,,Y,,,,,,,,
1360,Yes,Y,1792,356,IND,India,India,2005,2006,Standard DHS,DHS-V,DHS-V,India 2005-2006 Demographic and Health Survey,2005 DHS,ia52,India 2005-2006 DHS,12/12/2005,27/08/2006,20/04/2006,"International Institute for Population Sciences, M",National Family Health Survey,iabr52,NA,iacr52,iahr52,NA,NA,iair52,NA,iakr52,NA,iamr52,NA,iapr52,NA,NA,iaar51,NA,NA,NA,,,All Women,All Men,109041,124385,74369,15 to 49,15 to 54,,,N,N,N,,,,,N,,,Y,,,Y,,NA,,,,,,,,
1370,Not yet,N,5565,356,IND,India,India,2014,2015,,,,India 2014-2015 Demographic and Health Survey,2014-2015 DHS,,India 2014/2015 DHS,15/05/2014,15/07/2015,14/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,
1380,Yes,Y,1693,360,IDN,Indonesia,Indonesia,1987,1987,Standard DHS,DHS-I,DHS-I,Indonesia 1987 Demographic and Health Survey,1987 DHS,id01,Indonesia 1987 DHS,15/09/1987,18/12/1987,01/11/1987,Central Bureau of Statistics/NFPCB,National Contraceptive Prevalence Survey,idbr01,NA,NA,NA,idhh01,NA,idir01,NA,idkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Ever Married,None,14142,11884,11884,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1390,Yes,Y,1687,360,IDN,Indonesia,Indonesia,1991,1991,Standard DHS,DHS-II,DHS-II,Indonesia 1991 Demographic and Health Survey,1991 DHS,id21,Indonesia 1991 DHS,27/05/1991,31/07/1991,28/06/1991,Central Bureau of Stat./NFPCB/MOH,,idbr21,NA,NA,idhr21,NA,NA,idir21,NA,idkr21,NA,NA,NA,idpr21,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,26858,22909,NA,15 to 49,,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1400,Yes,Y,1688,360,IDN,Indonesia,Indonesia,1994,1994,Standard DHS,DHS-III,DHS-III,Indonesia 1994 Demographic and Health Survey,1994 DHS,id31,Indonesia 1994 DHS,01/07/1994,30/11/1994,15/09/1994,Central Bureau of Stat./NFPCB/MOH,,idbr31,NA,NA,idhr31,NA,NA,idir31,NA,idkr31,NA,NA,NA,idpr31,NA,NA,NA,NA,NA,idsq37,Expenditure: idxp35,,Ever Married,None,33738,28168,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,1;3;5,,,,,,,
1410,Yes,Y,1690,360,IDN,Indonesia,Indonesia,1997,1997,Standard DHS,DHS-III,DHS-III,Indonesia 1997 Demographic and Health Survey,1997 DHS,id3a,Indonesia 1997 DHS,01/09/1997,31/12/1997,31/10/1997,Central Bureau of Stat./NFPCB/MOH,,idbr3a,NA,NA,idhr3a,NA,NA,idir3a,NA,idkr3a,NA,NA,NA,idpr3a,NA,NA,NA,NA,idwi3a,NA,NA,,Ever Married,None,34255,28810,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;5,,,,,,,
1420,Yes,Y,5057,360,IDN,Indonesia,Indonesia,2002,2003,Special,DHS-IV,DHS-IV,Indonesia 2002-2003 Special Survey,2002-2003 Special,,Indonesia 2002/2003 Special,14/11/2002,15/04/2003,29/01/2003,Central Bureau of Statistics,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,idod4a,,Ever Married,Ever Married,8633,1815,2341,15 to 24,15 to 24,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
1430,Yes,Y,1689,360,IDN,Indonesia,Indonesia,2002,2003,Standard DHS,DHS-IV,DHS-IV,Indonesia 2002-2003 Demographic and Health Survey,2002-2003 DHS,id42,Indonesia 2002-2003 DHS,01/10/2002,30/04/2003,15/01/2003,Central Bureau of Stat./NFPCB/MOH,,idbr42,NA,idcr42,idhr42,NA,NA,idir42,NA,idkr42,NA,idmr42,NA,idpr42,NA,NA,NA,NA,NA,NA,,,Ever Married,Currently Married,33088,29483,8310,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,,,Y,,N- Special,1;3;5,,,,,,,
1440,Yes,Y,5058,360,IDN,Indonesia,Indonesia,2007,2007,Special,DHS-V,,Indonesia 2007 Special Survey,2007 Special,,Indonesia 2007 Special,14/06/2007,15/12/2007,14/09/2007,National Family Planning Coordinating Board and Central Board of Statistics (BPS) and Ministry of Health of the Republic of Indonesia. Badan Pusat Statistik (BPS)Indonesia - See more at: http://dhsprogram.com/what-we-do/survey/survey-display-335.cfm#sthash.oNBZf0cr.dpuf,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,idod5a,,Never Married,Never Married,40701,8481,10830,15 to 24,15 to 24,,,N,N,N,,,,,N,,,,,,NA,,NA,,,,,,,,
1450,Yes,Y,739,360,IDN,Indonesia,Indonesia,2007,2007,Standard DHS,DHS-V,DHS-V,Indonesia 2007 Demographic and Health Survey,2007 DHS,id51,Indonesia 2007 DHS,08/06/2007,30/12/2007,18/09/2007,National Family Planning Coordinating Board and Central Board of Statistics (BPS) and Ministry of Health of the Republic of Indonesia. Badan Pusat Statistik (BPS)Indonesia - See more at: http://dhsprogram.com/what-we-do/survey/survey-display-335.cfm#sthash.oNBZf0cr.dpuf,,idbr51,NA,idcr51,idhr51,NA,NA,idir51,NA,idkr51,NA,idmr51,NA,idpr52,idpr52,NA,NA,NA,NA,NA,,,Ever Married,Currently Married,40701,32895,8758,15 to 49,15 to 54,,,N,Y,Y,,,,,Y,,,,,,Y,,Y,3;5,,,,,,,
1460,Yes,Y,5458,360,IDN,Indonesia,Indonesia,2012,2012,Standard DHS,DHS-VI,DHS-VI,Indonesia 2012 Demographic and Health Survey,2012 DHS,id62,Indonesia 2012 DHS,06/05/2012,24/08/2012,30/06/2012,Statistics Indonesia,,idbr61,NA,idcr61,idhr61,NA,NA,idir62,NA,idkr61,NA,idmr61,NA,idpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,Ever Married,43852,45607,9306,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,,,N - NOT YET AVAILABLE,,Y,2;3;6,6=2 months after delivery,,,,,,
1470,Yes,Y,1727,400,JOR,Jordan,Jordan,1990,1990,Standard DHS,DHS-II,DHS-II,Jordan 1990 Demographic and Health Survey,1990 DHS,jo21,Jordan 1990 DHS,29/09/1990,31/12/1990,14/11/1990,Dept. of Statistics/Min. of Planning,Population and Family Health Survey,jobr21,NA,NA,johr21,NA,johw21,joir21,NA,jokr21,NA,NA,NA,jopr21,NA,NA,NA,NA,jowi21,josq22,,,Ever Married,None,16296,6461,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1480,Yes,Y,1724,400,JOR,Jordan,Jordan,1997,1997,Standard DHS,DHS-III,DHS-III,Jordan 1997 Demographic and Health Survey,1997 DHS,jo31,Jordan 1997 DHS,06/06/1997,20/09/1997,29/07/1997,Dept. of Statistics,Population and Family Health Survey,jobr31,NA,NA,johr31,NA,johw31,joir31,NA,jokr31,NA,NA,NA,jopr31,NA,NA,NA,NA,jowi31,NA,NA,,Ever Married,None,7335,5548,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
1490,Yes,Y,1725,400,JOR,Jordan,Jordan,2002,2002,Standard DHS,DHS-IV,DHS-IV,Jordan 2002 Demographic and Health Survey,2002 DHS,jo42,Jordan 2002 DHS,01/07/2002,02/10/2002,16/08/2002,Dept. of Statistics (DOS),Population and Family Health Survey,jobr42,NA,NA,johr42,NA,johw42,joir42,NA,jokr42,NA,NA,NA,jopr42,NA,NA,NA,NA,jowi41,NA,NA,,Ever Married,None,7825,6006,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
1500,Yes,Y,2407,400,JOR,Jordan,Jordan,2007,2007,Standard DHS,DHS-V,DHS-V,Jordan 2007 Demographic and Health Survey,2007 DHS,jo51,Jordan 2007 DHS,12/06/2007,21/10/2007,17/08/2007,Department of Statistics,,jobr51,NA,NA,johr51,NA,NA,joir51,NA,jokr51,NA,NA,NA,jopr51,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,14564,10876,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
1510,Yes,Y,4698,400,JOR,Jordan,Jordan,2009,2009,Interim DHS,DHS-VI,DHS-V,Jordan 2009 Interim Demographic and Health Survey,2009 IDHS,joir61,Jordan 2009 Interim DHS,05/10/2009,29/12/2009,16/11/2009,Department of Statistics,,jobr61,NA,NA,johr61,NA,NA,joir61,NA,jokr61,NA,NA,NA,jopr61,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,13577,10109,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1520,Yes,Y,5339,400,JOR,Jordan,Jordan,2012,2012,Standard DHS,DHS-VI,DHS-VI,Jordan 2012 Demographic and Health Survey,2012 DHS,joir6c,Jordan 2012 DHS,03/09/2012,25/12/2012,29/10/2012,Department of Statistics,,jobr6c,NA,NA,johr6c,NA,NA,joir6c,NA,jokr6c,NA,NA,NA,jopr6c,NA,NA,NA,NA,NA,NA,NA,,Ever Married,None,15190,11352,NA,15 to 49,NA,,,N,N,NA,,,,,N,,,,Y,,N - NOT YET AVAILABLE,,N - NOT YET AVAILABLE,,,,,SK,05-Aug-15,The data files have been modified from JO**6B to JO**6C to reset certain variables,
1530,Yes,Y,1826,398,KAZ,Kazakhstan,Kazakhstan,1995,1995,Standard DHS,DHS-III,DHS-III,Kazakhstan 1995 Demographic and Health Survey,1995 DHS,kk31,Kazakhstan 1995 DHS,15/05/1995,31/08/1995,08/07/1995,Nat. Institute of Nutrition,,kkbr31,NA,NA,kkhr31,NA,kkhw31,kkir31,NA,kkkr31,NA,NA,NA,kkpr31,NA,NA,NA,NA,kkwi31,NA,NA,,All Women,None,4178,3771,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1540,Yes,Y,1669,398,KAZ,Kazakhstan,Kazakhstan,1999,1999,Standard DHS,DHS-IV,DHS-III,Kazakhstan 1999 Demographic and Health Survey,1999 DHS,kk42,Kazakhstan 1999 DHS,10/07/1999,10/10/1999,25/08/1999,Academy of Preventive Medicine,,kkbr42,NA,kkcr42,kkhr42,NA,kkhw41,kkir42,NA,kkkr42,NA,NA,NA,kkpr42,NA,NA,NA,NA,kkwi42,NA,NA,,All Women,All Men,5844,4800,1440,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1550,Yes,Y,1822,404,KEN,Kenya,Kenya,1989,1989,Standard DHS,DHS-I,DHS-I,Kenya 1989 Demographic and Health Survey,1989 DHS,ke03,Kenya 1989 DHS,01/12/1988,31/05/1989,01/03/1989,Nat. Council for Pop. and Dev.,,kebr03,NA,NA,NA,kehh01,NA,keir03,NA,kekr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,Husbands,8173,7150,1133,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1560,Yes,Y,1823,404,KEN,Kenya,Kenya,1993,1993,Standard DHS,DHS-III,DHS-II,Kenya 1993 Demographic and Health Survey,1993 DHS,ke33,Kenya 1993 DHS,01/02/1993,18/08/1993,11/05/1993,Nat. Council for Pop. and Dev.,,kebr33,NA,kecr32,kehr33,NA,kehw33,keir33,kekr31,kemr32,NA,kemr32,NA,kepr33,NA,NA,NA,NA,kewi31,kesq30,NA,,All Women,All Men,7950,7540,2336,15 to 49,20 to 54,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1570,Yes,Y,1824,404,KEN,Kenya,Kenya,1998,1998,Standard DHS,DHS-III,DHS-III,Kenya 1998 Demographic and Health Survey,1998 DHS,ke3a,Kenya 1998 DHS,02/02/1998,27/07/1998,01/05/1998,Nat. Council for Pop. and Dev.,,kebr3a,NA,kecr3a,kehr3a,NA,kehw3a,keir3a,NA,kekr3a,NA,kemr3a,NA,kepr3a,NA,NA,NA,NA,kewi3a,NA,NA,,All Women,All Men,8380,7881,3407,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,,,,Y,,Y,2;3;6,,,,,,,
1580,Yes,Y,1692,404,KEN,Kenya,Kenya,2003,2003,Standard DHS,DHS-IV,DHS-IV,Kenya 2003 Demographic and Health Survey,2003 DHS,ke41,Kenya 2003 DHS,01/04/2003,08/09/2003,20/06/2003,Central Bureau of Statistics (CBS),,kebr42,NA,kecr42,kehr42,NA,kehw41,keir42,NA,kekr42,NA,kemr42,NA,kepr42,NA,NA,kear42,NA,NA,NA,NA,,All Women,All Men,8561,8195,3578,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1590,Yes,Y,4689,404,KEN,Kenya,Kenya,2008,2009,Standard DHS,DHS-V,DHS-V,Kenya 2008-2009 Demographic and Health Survey,2008-2009 DHS,ke51,Kenya 2008-2009 DHS,03/11/2008,08/03/2009,04/01/2009,Kenya National Bureau of Statistics,,kebr52,NA,kecr52,kehr52,NA,NA,keir52,NA,kekr52,NA,kemr52,NA,kepr52,NA,NA,kear51,NA,NA,NA,NA,,All Women,All Men,9057,8444,3465,15 to 49,15 to 54,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1600,Not in public domain,N,5078,404,KEN,Kenya,Kenya,2010,2010,HIV/MCH SPA,DHS-VI,,Kenya 2010 Malaria Indicator Survey,2010 MIS,,Kenya 2010 MIS,15/07/2010,15/09/2010,15/08/2010,,,,,,,,,,,,,,,,,,,,,,,,All Women,None,6538,5749,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,N - NOT YET AVAILABLE,,NA,,,,,,,,
1610,Yes,Y,5780,404,KEN,Kenya,Kenya,2014,2014,Standard DHS,DHS-VII,DHS-VI,Kenya 2014 Demographic and Health Survey,2014 DHS,ke70,Kenya 2014 DHS,01/05/2014,27/10/2014,30/07/2014,Kenya National Bureau of Statistics (KNBS) of the Ministry of Planning and National Development,,kebr70,NA,kecr70,kehr70,NA,NA,keir70,NA,kekr70,NA,kemr70,,kepr70,,,,,,,,,All Women,All Men,36430,31079,12819,15 to 49,15 to 54,,,,Y,NA,,,,,Y,,,N,N,,,,Y,,,,,SK,14-Jan-16,,
1620,Yes,Y,5811,404,KEN,Kenya,Kenya,2015,2015,MIS,DHS-VII,DHS-VI,Kenya 2015 Malaria Indicator Survey,2015 MIS,ke7h,Kenya 2015 MIS,06/07/2015,15/08/2015,26/07/2015,"National Malaria Control Programme, Ministry of Health (NMCP/MOH) and Kenya National Bureau of Statistics (KNBS)",Kenya Malaria Indicator Survey 2015,NA,NA,NA,kehr7h,NA,NA,keir7h,NA,kekr7h,NA,NA,,kepr7h,,,,,,,,,All Women,None,6481,5394,NA,15 to 49,NA,,,,,NA,,,,,,,,,,,,,,,,,,SK,05-Apr-16,,"National Malaria Control Programme (NMCP), Kenya National Bureau of Statistics (KNBS), and ICF International. 2016. Kenya Malaria Indicator Survey 2015. Nairobi, Kenya, and Rockville, Maryland, USA: NMCP, KNBS, and ICF International."
1630,Yes,Y,1782,417,KGZ,Kyrgyzstan,Kyrgyz Republic,1997,1997,Standard DHS,DHS-III,DHS-III,Kyrgyzstan 1997 Demographic and Health Survey,1997 DHS,ky31,Kyrgyzstan 1997 DHS,07/08/1997,19/11/1997,28/09/1997,"Inst. of Obst. & Ped., MOH",,kybr31,NA,NA,kyhr31,NA,kyhw31,kyir31,NA,kykr31,NA,NA,NA,kypr31,NA,NA,NA,NA,kywi31,NA,NA,,All Women,None,3672,3848,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,,,Y,,NA,,,,,,,,
1640,Yes,Y,5457,417,KGZ,Kyrgyzstan,Kyrgyz Republic,2012,2012,Standard DHS,DHS-VI,DHS-VI,Kyrgyzstan 2012 Demographic and Health Survey,2012 DHS,ky61,Kyrgyzstan 2012 DHS,15/08/2012,15/12/2012,15/10/2012,National Statistical Committee (NSC) and the Ministry of Health (MOH) ,,kybr60,NA,kycr30,kyhr60,NA,NA,kyir61,NA,kykr60,NA,kymr60,NA,kypr60,NA,NA,NA,NA,NA,NA,NA,,All Women,All Men,8040,8208,2413,15 to 49,15 to 59,,,N,N,N,,,,,N,,,,Y,,N - NOT YET AVAILABLE,,NA,,,,,,,,
1650,Not distributed,N,5062,418,LAO,Lao Peoples Dem. Republic,Lao Peoples Democratic Republic,2011,2012,Special,DHS-VI,,Lao PDR 2011 Demographic and Health Survey,2011 DHS,,Lao PDR 2011 DHS,14/09/2011,15/02/2012,30/11/2011,,,,,,,,,,,,,,,,,,,,,,,,All Women,All Men,18843,22746,9951,15 to 49,15 to 49,,,N,Y,?,,,,,Y,,,,,,N - NOT YET AVAILABLE,,N - NOT YET AVAILABLE,,,,,,,,
1660,Yes,Y,1808,426,LSO,Lesotho,Lesotho,2004,2004,Standard DHS,DHS-IV,DHS-IV,Lesotho 2004 Demographic and Health Survey,2004 DHS,ls41,Lesotho 2004 DHS,28/09/2004,17/02/2005,08/12/2004,Ministry of Health and Social Welfare and the Bure,,lsbr41,NA,lscr41,lshr41,NA,lshw41,lsir41,NA,iskr41,NA,lsmr41,NA,lspr41,NA,NA,lsar41,NA,NA,NA,NA,,All Women,All Men,8592,7095,2797,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1670,Yes,Y,4947,426,LSO,Lesotho,Lesotho,2009,2009,Standard DHS,DHS-VI,DHS-V,Lesotho 2009-2010 Demographic and Health Survey,2009-2010 DHS,ls60,Lesotho 2009-2010 DHS,01/10/2009,26/01/2010,28/11/2009,Ministry of Health and Social Welfare and the Bure,,lsbr60,NA,lscr60,lshr60,NA,NA,lsir60,NA,lskr60,NA,lsmr60,NA,lspr60,NA,NA,lsar60,NA,NA,NA,NA,,All Women,All Men,9391,7624,3317,15 to 49,15 to 59,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1680,Yes,Y,5769,426,LSO,Lesotho,Lesotho,2014,2014,Standard DHS,DHS-VII,DHS-VI,Lesotho 2014 Demographic and Health Survey,2014 DHS,ls71,Lesotho 2014 DHS,22/09/2014,16/12/2014,03/11/2014,Ministry of Health (MOH),,lsbr71,NA,lscr71,lshr71,NA,NA,lsir71,NA,lskr71,NA,lsmr71,NA,lspr71,NA,NA,,NA,NA,NA,NA,,All Women,All Men,9402,6621,2931,15 to 49,15 to 59,,N,N,YY,N,,,,,Y,,,Y,N,,Y,,Y,2;3;6,,,,SK,17-Jun-16,,"Ministry of Health [Lesotho] and ICF International. 2016. Lesotho Demographic and Health Survey 2014. Maseru, Lesotho: Ministry of Health and ICF International. "
1690,Yes,Y,1802,430,LBR,Liberia,Liberia,1986,1986,Standard DHS,DHS-I,DHS-I,Liberia 1986 Demographic and Health Survey,1986 DHS,lb01,Liberia 1986 DHS,24/02/1986,31/07/1986,13/05/1986,Min. of Planning & Economic Affairs,,lbbr01,NA,NA,NA,lbhh01,NA,lbir01,NA,lbkr01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,All Women,None,5026,5239,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
1700,Yes,Y,647,430,LBR,Liberia,Liberia,2007,2007,Standard DHS,DHS-V,DHS-V,Liberia 2007 Demographic and Health Survey,2007 DHS,lb50,Liberia 2007 DHS,24/12/2006,30/04/2007,26/02/2007,Liberia Institute for Statistics and Geo-information Services (LISGIS),,lbbr51,NA,lbcr51,lbhr51,NA,NA,lbir51,NA,lbkr51,NA,lbmr51,NA,lbpr51,NA,NA,lbar51,NA,NA,NA,NA,,All Women,All Men,6824,7092,6009,15 to 49,15 to 49,,,N,Y,N,,,,,Y,,,Y,Y,,Y,,Y,2;3;6,,,,,,,
1710,Yes,Y,4690,430,LBR,Liberia,Liberia,2009,2009,MIS,DHS-V,DHS-V,Liberia 2009 Malaria Indicator Survey,2009 MIS,lb5h,Liberia 2009 MIS,15/12/2008,15/03/2009,29/01/2009,National Malaria Control Program (NMCP) of the Ministry of Health and Social Welfare in collaboration with the Liberia Institute for Statistics and Geo-Information Services (LISGIS),,lbbr5a,NA,NA,lbhr5a,NA,NA,lbir5a,NA,lbkr5a,NA,NA,NA,lbpr5a,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4162,4397,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,Y,,NA,,,,,,,,
1720,Yes,Y,5079,430,LBR,Liberia,Liberia,2011,2011,MIS,DHS-VI,DHS-VI,Liberia 2011 Malaria Indicator Survey,2011 MIS,lb61,Liberia 2011 MIS,15/09/2011,15/12/2011,30/10/2011,Liberian National Malaria Control Program (NMCP) Ministry of Health and Social Welfare (MOHSW),,lbbr61,NA,NA,lbhr61,lbir61,NA,lbir61,NA,lbkr61,NA,NA,NA,lbpr61,NA,NA,NA,NA,NA,NA,NA,,All Women,None,4162,3939,NA,15 to 49,NA,,,N,N,N,,,,,N,,,,Y,,N,,NA,,,,,,,,
1730,Yes,Y,5469,430,LBR,Liberia,Liberia,2013,2013,Standard DHS,DHS-VI,DHS-VI,Liberia 2013 Demographic and Health Survey,2013 DHS,lb6a,Liberia 2013 DHS,11/03/2013,15/07/2013,13/05/2013,,,,,,lbhr6a,,,lbir6a,,lbkr6a,NA,lbmr6a,,lbpr6a,,,,,,,,,All Women,All Men,9333,9239 ,4118,15 to 49,15 to 59,,,N,YY,?,,,,,Y,,,,,,N - NOT YET AVAILABLE,,N - Special,2;3;6,,,,,,,
1740,Yes,Y,1708,450,MDG,Madagascar,Madagascar,1992,1992,Standard DHS,DHS-II,DHS-II,Madagascar 1992 Demographic and Health Survey,1992 DHS,md21,Madagascar 1992 DHS,02/05/1992,13/11/1992,08/08/1992,Centre Nat. de Recherches sur l’Env.,Enquête nationale démographique et sanitaire,mdbr21,NA,NA,mdhr21,NA,mdhw21,mdir21,NA,mdkr21,NA,NA,NA,mdpr21,NA,NA,NA,NA,NA,mdsq21,NA,,All Women,None,5944,6260,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,,,Y,,Y,1;2,,,,,,,
1750,Yes,Y,1729,450,MDG,Madagascar,Madagascar,1997,1997,Standard DHS,DHS-III,DHS-III,Madagascar 1997 Demographic and Health Survey,1997 DHS,md31,Madagascar 1997 DHS,09/08/1997,29/12/1997,19/10/1997,Dir. de la Dém. et des Stat. Sociales/INSTAT,Enquête démographique et de santé,mdbr31,NA,NA,mdhr31,NA,mdhw31,mdir31,NA,mdkr31,NA,NA,NA,mdpr31,NA,NA,NA,NA,mdwi31,NA,NA,,All Women,None,7171,7060,NA,15 to 49,NA,,,N,Y,NA,,,,,Y,,,,Y,,Y,,Y,2;3;6,,,,,,,
