Index,Data.available.as.of.24.May.2017,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.MICS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey.code,Name.for.labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height.WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other.Biomarkers,Wealth.Index,Service.Availability,Other,Download.notes,Sample.Type.Female.x,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy.1,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Genital.Mutilation,Abortion,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child.mort.processed,Child.mort.indirect.only,Siblings.processed,PregRelCode,PregRelCode.notes,MosquitoNets,Functioning.Disability.Children.5.17,Global.Adults.Tobacco,Status,Reports,Updated.by,Updated.on,Notes,Sample.Type.Female,FieldWorkStart,FieldWorkEnd,FieldWorkMiddle
NA,N,N,NA,NA,,,Cuba,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
1960,N,N,NA,NA,N/A,N/A,Pakistan (Punjab),2014,2014,NA,MICS5,MICS,Pakistan (Punjab) 2014 Multiple Indicator Cluster Survey,,,Pakistan (Punjab) 2014 MICS,2014,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Data processing / analysis,,,,,NA,,,
1900,N,N,NA,512,OMN,Oman,Oman,1995,1995,NA,MICS1,MICS,Oman 1995 Multiple Indicator Cluster Survey,,,Oman 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2170,Y,Y,NA,NA,N/A,N/A,Serbia (Roma Settlements),2014,2014,NA,MICS5,MICS,Serbia (Roma Settlements)2014 Multiple Indicator Cluster Survey,,,Serbia (Roma Settlements)2014 MICS,2014,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,"Final,Key findings",,,,NA,,,
2840,N,N,NA,704,VNM,Viet Nam,Viet Nam,1996,1996,NA,MICS1,MICS,Viet Nam 1996 Multiple Indicator Cluster Survey,,,Viet Nam 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1980,N,N,NA,591,PAN,Panama,Panama,1996,1996,NA,MICS1,MICS,Panama 1996 Multiple Indicator Cluster Survey,,,Panama 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2590,N,N,5669,764,THA,Thailand,Thailand,2015,2015,NA,MICS5,MICS,Thailand 2015 Multiple Indicator Cluster Survey,,th5,Thailand 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,"Final,Key findings",AD,24-May-17,,NA,2015-11-15,2016-03-15,2016.040039
NA,N,N,NA,NA,,,Turkmenistan,2019,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Montenegro,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,"Macedonia, The Former Yugoslav Republic of",2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
2350,N,N,NA,729,SDN,Sudan,"Sudan (including current South Sudan, Republic of)",1995,1995,NA,MICS1,MICS,Sudan 1995 Multiple Indicator Cluster Survey,,,Sudan 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2500,N,N,1918,760,SYR,Syrian Arab Republic,Syrian Arab Republic,2000,2000,NA,MICS2,MICS,Syrian Arab Republic 2000 Multiple Indicator Cluster Survey,2000 MICS,,Syrian Arab Republic 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Preliminary,,,,NA,0,0,2000.5
NA,N,N,NA,NA,,,Serbia,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,Equatorial Guinea,Equatorial Guinea,2016,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
NA,N,N,NA,NA,,,Lesotho,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey Design,,AD,16-Jan-17,,NA,,,
NA,N,N,NA,NA,,Argentina,Argentina,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,17-Aug-16,,NA,,,
NA,N,N,NA,NA,,,Bosnia and Herzegovina (Roma Settlements),2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Tunisia,2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
2400,N,N,NA,728,SSD,South Sudan,Sudan (South),1999,1999,NA,MICS2,MICS,South Sudan 1999 Multiple Indicator Cluster Survey,,,South Sudan 1999 MICS,1999,1999,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2450,N,N,NA,748,SWZ,Swaziland,Swaziland,1995,1995,NA,MICS1,MICS,Swaziland 1995 Multiple Indicator Cluster Survey,,,Swaziland 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2220,N,N,5679,694,SLE,Sierra Leone,Sierra Leone,2016,2016,NA,MICS6,MICS,Sierra Leone 2015 Multiple Indicator Cluster Survey,2015 MICS,,Sierra Leone 2015 MICS,2016,2016,2015.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,0,0,2017.5
2710,N,N,NA,792,TUR,Turkey,Turkey,1995,1995,NA,MICS1,MICS,Turkey 1995 Multiple Indicator Cluster Survey,,,Turkey 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Preliminary,,,,NA,,,
2030,N,N,5463,634,QAT,Qatar,Qatar,2012,2012,NA,MICS4,MICS,Qatar 2012 Multiple Indicator Cluster Survey,2012 MICS,,Qatar 2012 MICS,2012,2012,2012.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,2012.5
2720,N,N,NA,795,TKM,Turkmenistan,Turkmenistan,1995,1995,NA,MICS1,MICS,Turkmenistan 1995 Multiple Indicator Cluster Survey,,,Turkmenistan 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Sao Tome and Principe,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Serbia (Roma Settlements),2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Pakistan (Punjab),2017,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
NA,N,N,NA,NA,,,Mauritania,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey Design,,AD,16-Jan-17,,NA,,,
2690,N,N,2585,788,TUN,Tunisia,Tunisia,2006,2006,NA,MICS3,MICS,Tunisia 2006 Multiple Indicator Cluster Survey,2006 MICS,,Tunisia 2006 MICS,2006,2006,2006.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2006-06-01,2006-08-30,2006.540039
20,Y,Y,4983,4,AFG,Afghanistan,Afghanistan,2010,2011,NA,MICS4,MICS,Afghanistan 2010-2011 Multiple Indicator Cluster Survey,2010-2011 MICS,af4,Afghanistan 2010-2011 MICS,2010,2011,2011,NA,NA,,NA,NA,afhh4,NA,,afwm4,NA,afch4,NA,,NA,afhl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2010-10-01,2011-05-31,2011.079956
100,Y,Y,4984,12,DZA,Algeria,Algeria,2012,2013,NA,MICS4,MICS,Algeria 2012 Multiple Indicator Cluster Survey,2012 MICS,ag4,Algeria 2012 MICS,2012,2013,2012.5,NA,NA,agbh4,NA,NA,aghh4,NA,,agwm4,NA,agch4,NA,,NA,aghl4,NA,NA,NA,NA,NA,NA,NA,Data on General Mortality downloaded : agmg5.sav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,SK,7/25/2016,Data on General Mortality downloaded : agmg5.sav. agwm4 needs to be converted to Stata,All Women,2012-10-21,2013-01-31,2012.949951
50,Y,Y,1943,8,ALB,Albania,Albania,2000,2000,NA,MICS2,MICS,Albania 2000 Multiple Indicator Cluster Survey,2000 MICS,al2,Albania 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,alhh2,NA,,alwm2,NA,alch2,NA,,NA,alhl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2000-06-01,2000-07-07,2000.468018
60,Y,Y,1906,8,ALB,Albania,Albania,2005,2005,NA,MICS3,MICS,Albania 2005 Multiple Indicator Cluster Survey,2005 MICS,al3,Albania 2005 MICS,2005,2005,2005.5,NA,NA,,NA,NA,alhh3,NA,,alwm3,NA,alch3,NA,,NA,alhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2005-10-01,2005-11-30,2005.833008
120,Y,Y,1937,24,AGO,Angola,Angola,2001,2001,NA,MICS2,MICS,Angola 2001 Multiple Indicator Cluster Survey,2001 MICS,ao2,Angola 2001 MICS,2001,2001,2001.5,NA,NA,,NA,NA,aohh2,NA,,aowm2,NA,aoch2,NA,,NA,aohl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2001-04-01,2001-10-31,2001.540039
130,Y,Y,4985,32,ARG,Argentina,Argentina,2011,2012,NA,MICS4,MICS,Argentina 2011-2012 Multiple Indicator Cluster Survey,2011-2012 MICS,ar4,Argentina 2011-2012 MICS,2011,2012,2012,NA,NA,,NA,NA,arhh4,NA,,arwm4,NA,arch4,NA,,NA,arhl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2011-09-01,2012-01-31,2011.880005
140,Y,Y,1912,31,AZE,Azerbaijan,Azerbaijan,2000,2000,NA,MICS2,MICS,Azerbaijan 2000 Multiple Indicator Cluster Survey,2000 MICS,az2,Azerbaijan 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,azhh2,NA,,azwm2,NA,azch2,NA,,NA,azhl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2000-08-01,2000-08-29,2000.625
190,Y,Y,4986,52,BRB,Barbados,Barbados,2012,2012,NA,MICS4,MICS,Barbados 2012 Multiple Indicator Cluster Survey,2012 MICS,bb5,Barbados 2012 MICS,2012,2012,2012.5,NA,NA,,NA,NA,bbhh4,NA,,bbwm4,NA,bbch4,NA,,NA,bbhl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2012-05-01,2012-10-31,2012.579956
170,Y,Y,2286,50,BGD,Bangladesh,Bangladesh,2006,2006,NA,MICS3,MICS,Bangladesh 2006 Multiple Indicator Cluster Survey,2006 MICS,bd3,Bangladesh 2006 MICS,2006,2006,2006.5,NA,NA,,NA,NA,bdhh3,NA,,bdwm3,NA,bdch3,NA,,NA,bdhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2006-06-20,2006-10-08,2006.619019
180,Y,Y,5595,50,BGD,Bangladesh,Bangladesh,2012,2013,NA,MICS5,MICS,Bangladesh 2012-2013 Multiple Indicator Cluster Survey,2012-2013 MICS,bd5,Bangladesh 2012-2013 MICS,2012,2013,2013,NA,NA,,NA,NA,bdhh5,NA,,bdwm5,NA,bdch5,NA,,NA,bdhl5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,"Final,Key findings",,,,All Women,2012-12-01,2013-04-30,2013.119995
350,Y,Y,136,854,BFA,Burkina Faso,Burkina Faso,2006,2006,NA,MICS3,MICS,Burkina Faso 2006 Multiple Indicator Cluster Survey,2006 MICS,bf3,Burkina Faso 2006 MICS,2006,2006,2006.5,NA,NA,,NA,NA,bfhh3,NA,,bfwm3,NA,bfch3,NA,,NA,bfhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2006-03-29,2006-06-14,2006.344971
290,Y,Y,2894,70,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,2000,2000,NA,MICS2,MICS,Bosnia and Herzegovina 2000 Multiple Indicator Cluster Survey,2000 MICS,bh2,Bosnia and Herzegovina 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,bhhh2,NA,,bhwm2,NA,bhch2,NA,,NA,bhhl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2000-08-20,2000-10-20,2000.719971
300,Y,Y,2296,70,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,2006,2006,NA,MICS3,MICS,Bosnia and Herzegovina 2006 Multiple Indicator Cluster Survey,2006 MICS,bh3,Bosnia and Herzegovina 2006 MICS,2006,2006,2006.5,NA,NA,,NA,NA,bhhh3,NA,,bhwm3,NA,bhch3,NA,,NA,bhhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2006-05-15,2006-07-10,2006.449951
310,Y,Y,4990,70,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,2011,2012,NA,MICS4,MICS,Bosnia and Herzegovina 2011-2012 Multiple Indicator Cluster Survey,2011-2012 MICS,bh4,Bosnia and Herzegovina 2011-2012 MICS,2011,2012,2012,NA,NA,,NA,NA,bhhh4,NA,,bhwm4,NA,bhch4,NA,bhmn4,NA,bhhl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2011-11-01,2012-03-31,2012.040039
200,Y,Y,666,112,BLR,Belarus,Belarus,2005,2005,NA,MICS3,MICS,Belarus 2005 Multiple Indicator Cluster Survey,2005 MICS,bl3,Belarus 2005 MICS,2005,2005,2005.5,NA,NA,,NA,NA,blhh3,NA,,blwm3,NA,blch3,NA,,NA,blhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2005-11-01,2005-12-31,2005.917969
210,Y,Y,4987,112,BLR,Belarus,Belarus,2012,2012,NA,MICS4,MICS,Belarus 2012 Multiple Indicator Cluster Survey,2012 MICS,bl4,Belarus 2012 MICS,2012,2012,2012.5,NA,NA,,NA,NA,blhh4,NA,,blwm4,NA,blch4,NA,blmn4,NA,blhl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2012-03-28,2012-07-02,2012.369995
280,Y,Y,1930,68,BOL,Bolivia (Plurinational State of),"Bolivia, Plurinational State of",2000,2000,NA,MICS2,MICS,Bolivia 2000 Multiple Indicator Cluster Survey,2000 MICS,bo2,Bolivia 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,bohh2,NA,,bowm2,NA,boch2,NA,,NA,bohl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2000-08-15,2000-11-15,2000.750977
330,Y,Y,1927,72,BWA,Botswana,Botswana,2000,2000,NA,MICS2,MICS,Botswana 2000 Multiple Indicator Cluster Survey,2000 MICS,bs2,Botswana 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,bshh2,NA,,bswm2,NA,bsch2,NA,,NA,bshl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,Missing Marital Status,2000-05-23,2000-07-31,2000.488037
260,Y,Y,4989,64,BTN,Bhutan,Bhutan,2010,2010,NA,MICS4,MICS,Bhutan 2010 Multiple Indicator Survey,2010 MICS,bt4,Bhutan 2010 Multiple Indicator Survey,2010,2010,2010.5,NA,NA,,NA,NA,bthh4,NA,,btwm4,NA,btch4,NA,,NA,bthl4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,btmm4,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2010-04-01,2010-08-24,2010.449951
370,Y,Y,1905,108,BDI,Burundi,Burundi,2000,2000,NA,MICS2,MICS,Burundi 2000 Multiple Indicator Cluster Survey,2000 MICS,bu2,Burundi 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,buhh2,NA,,buwm2,NA,buch2,NA,,NA,buhl2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,Self-weighting sample.,All Women,2000-04-17,2000-05-21,2000.342041
380,Y,Y,148,108,BDI,Burundi,Burundi,2005,2005,NA,MICS3,MICS,Burundi 2005 Multiple Indicator Cluster Survey,2005 MICS,bu3,Burundi 2005 MICS,2005,2005,2005.5,NA,NA,,NA,NA,buhh3,NA,,buwm3,NA,buch3,NA,,NA,buhl3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,All Women,2005-09-19,2005-12-31,2005.858032
